c_real,c_img,divergence
-0.712121,0.811111,1
-0.712121,0.833333,1
-0.712121,0.855556,1
-0.712121,0.877778,1
-0.712121,0.900000,1
-0.712121,0.922222,1
-0.712121,0.944444,1
-0.712121,0.966667,1
-0.712121,0.988889,1
-0.712121,1.011111,1
-0.712121,1.033333,1
-0.712121,1.055556,1
-0.712121,1.077778,1
-0.712121,1.100000,1
-0.686869,-1.100000,1
-0.686869,-1.077778,1
-0.686869,-1.055556,1
-0.686869,-1.033333,1
-0.686869,-1.011111,1
-0.686869,-0.988889,1
-0.686869,-0.966667,1
-0.686869,-0.944444,1
-0.686869,-0.922222,1
-0.686869,-0.900000,1
-0.686869,-0.877778,1
-0.686869,-0.855556,1
-0.686869,-0.833333,1
-0.686869,-0.811111,1
-0.686869,-0.788889,1
-0.686869,-0.766667,1
-0.686869,-0.744444,1
-0.686869,-0.722222,1
-0.686869,-0.700000,1
-0.686869,-0.677778,1
-0.686869,-0.655556,1
-0.686869,-0.633333,1
-0.686869,-0.611111,1
-0.686869,-0.588889,1
-0.686869,-0.566667,1
-0.686869,-0.544444,1
-0.686869,-0.522222,1
-0.686869,-0.500000,1
-0.686869,-0.477778,1
-0.686869,-0.455556,1
-0.686869,-0.433333,1
-0.686869,-0.411111,1
-0.686869,-0.388889,1
-0.686869,-0.366667,1
-0.686869,-0.344444,0
-0.686869,-0.322222,1
-0.686869,-0.300000,0
-0.686869,-0.277778,0
-0.686869,-0.255556,0
-0.686869,-0.233333,0
-0.686869,-0.211111,0
-0.686869,-0.188889,0
-0.686869,-0.166667,0
-0.686869,-0.144444,0
-0.686869,-0.122222,0
-0.686869,-0.100000,0
-0.686869,-0.077778,0
-0.686869,-0.055556,0
-0.686869,-0.033333,0
-0.686869,-0.011111,0
-0.686869,0.011111,0
-0.686869,0.033333,0
-0.686869,0.055556,0
-0.686869,0.077778,0
-0.686869,0.100000,0
-0.686869,0.122222,0
-0.686869,0.144444,0
-0.686869,0.166667,0
-0.686869,0.188889,0
-0.686869,0.211111,0
-0.686869,0.233333,0
-0.686869,0.255556,0
-0.686869,0.277778,0
-0.686869,0.300000,0
-0.686869,0.322222,1
-0.686869,0.344444,0
-0.686869,0.366667,1
-0.686869,0.388889,1
-0.686869,0.411111,1
-0.686869,0.433333,1
-0.686869,0.455556,1
-0.686869,0.477778,1
-0.686869,0.500000,1
-0.686869,0.522222,1
-0.686869,0.544444,1
-0.686869,0.566667,1
-0.686869,0.588889,1
-0.686869,0.611111,1
-0.686869,0.633333,1
-0.686869,0.655556,1
-0.686869,0.677778,1
-0.686869,0.700000,1
-0.686869,0.722222,1
-0.686869,0.744444,1
-0.686869,0.766667,1
-0.686869,0.788889,1
-0.686869,0.811111,1
-0.686869,0.833333,1
-0.686869,0.855556,1
-0.686869,0.877778,1
-0.686869,0.900000,1
-0.686869,0.922222,1
-0.686869,0.944444,1
-0.686869,0.966667,1
-0.686869,0.988889,1
-0.686869,1.011111,1
-0.686869,1.033333,1
-0.686869,1.055556,1
-0.686869,1.077778,1
-0.686869,1.100000,1
-0.661616,-1.100000,1
-0.661616,-1.077778,1
-0.661616,-1.055556,1
-0.661616,-1.033333,1
-0.661616,-1.011111,1
-0.661616,-0.988889,1
-0.661616,-0.966667,1
-0.661616,-0.944444,1
-0.661616,-0.922222,1
-0.661616,-0.900000,1
-0.661616,-0.877778,1
-0.661616,-0.855556,1
-0.661616,-0.833333,1
-0.661616,-0.811111,1
-0.661616,-0.788889,1
-0.661616,-0.766667,1
-0.661616,-0.744444,1
-0.661616,-0.722222,1
-0.661616,-0.700000,1
-0.661616,-0.677778,1
-0.661616,-0.655556,1
-0.661616,-0.633333,1
-0.661616,-0.611111,1
-0.661616,-0.588889,1
-0.661616,-0.566667,1
-0.661616,-0.544444,1
-0.661616,-0.522222,1
-0.661616,-0.500000,1
-0.661616,-0.477778,1
-0.661616,-0.455556,1
-0.661616,-0.433333,1
-0.661616,-0.411111,1
-0.661616,-0.388889,1
-0.661616,-0.366667,1
-0.661616,-0.344444,0
-0.661616,-0.322222,0
-0.661616,-0.300000,0
-0.661616,-0.277778,0
-0.661616,-0.255556,0
-0.661616,-0.233333,0
-0.661616,-0.211111,0
-0.661616,-0.188889,0
-0.661616,-0.166667,0
-0.661616,-0.144444,0
-0.661616,-0.122222,0
-0.661616,-0.100000,0
-0.661616,-0.077778,0
-0.661616,-0.055556,0
-0.661616,-0.033333,0
-0.661616,-0.011111,0
-0.661616,0.011111,0
-0.661616,0.033333,0
-0.661616,0.055556,0
-0.661616,0.077778,0
-0.661616,0.100000,0
-0.661616,0.122222,0
-0.661616,0.144444,0
-0.661616,0.166667,0
-0.661616,0.188889,0
-0.661616,0.211111,0
-0.661616,0.233333,0
-0.661616,0.255556,0
-0.661616,0.277778,0
-0.661616,0.300000,0
-0.661616,0.322222,0
-0.661616,0.344444,0
-0.661616,0.366667,1
-0.661616,0.388889,1
-0.661616,0.411111,1
-0.661616,0.433333,1
-0.661616,0.455556,1
-0.661616,0.477778,1
-0.661616,0.500000,1
-0.661616,0.522222,1
-0.661616,0.544444,1
-0.661616,0.566667,1
-0.661616,0.588889,1
-0.661616,0.611111,1
-0.661616,0.633333,1
-0.661616,0.655556,1
-0.661616,0.677778,1
-0.661616,0.700000,1
-0.661616,0.722222,1
-0.661616,0.744444,1
-0.661616,0.766667,1
-0.661616,0.788889,1
-0.661616,0.811111,1
-0.661616,0.833333,1
-0.661616,0.855556,1
-0.661616,0.877778,1
-0.661616,0.900000,1
-0.661616,0.922222,1
-0.661616,0.944444,1
-0.661616,0.966667,1
-0.661616,0.988889,1
-0.661616,1.011111,1
-0.661616,1.033333,1
-0.661616,1.055556,1
-0.661616,1.077778,1
-0.661616,1.100000,1
-0.636364,-1.100000,1
-0.636364,-1.077778,1
-0.636364,-1.055556,1
-0.636364,-1.033333,1
-0.636364,-1.011111,1
-0.636364,-0.988889,1
-0.636364,-0.966667,1
-0.636364,-0.944444,1
-0.636364,-0.922222,1
-0.636364,-0.900000,1
-0.636364,-0.877778,1
-0.636364,-0.855556,1
-0.636364,-0.833333,1
-0.636364,-0.811111,1
-0.636364,-0.788889,1
-0.636364,-0.766667,1
-0.636364,-0.744444,1
-0.636364,-0.722222,1
-0.636364,-0.700000,1
-0.636364,-0.677778,1
-0.636364,-0.655556,1
-0.636364,-0.633333,1
-0.636364,-0.611111,1
-0.636364,-0.588889,1
-0.636364,-0.566667,1
-0.636364,-0.544444,1
-0.636364,-0.522222,1
-0.636364,-0.500000,1
-0.636364,-0.477778,1
-0.636364,-0.455556,1
-0.636364,-0.433333,0
-0.636364,-0.411111,0
-0.636364,-0.388889,0
-0.636364,-0.366667,0
-0.636364,-0.344444,0
-0.636364,-0.322222,0
-0.636364,-0.300000,0
-0.636364,-0.277778,0
-0.636364,-0.255556,0
-0.636364,-0.233333,0
-0.636364,-0.211111,0
-0.636364,-0.188889,0
-0.636364,-0.166667,0
-0.636364,-0.144444,0
-0.636364,-0.122222,0
-0.636364,-0.100000,0
-0.636364,-0.077778,0
-0.636364,-0.055556,0
-0.636364,-0.033333,0
-0.636364,-0.011111,0
-0.636364,0.011111,0
-0.636364,0.033333,0
-0.636364,0.055556,0
-0.636364,0.077778,0
-0.636364,0.100000,0
-0.636364,0.122222,0
-0.636364,0.144444,0
-0.636364,0.166667,0
-0.636364,0.188889,0
-0.636364,0.211111,0
-0.636364,0.233333,0
-0.636364,0.255556,0
-0.636364,0.277778,0
-0.636364,0.300000,0
-0.636364,0.322222,0
-0.636364,0.344444,0
-0.636364,0.366667,0
-0.636364,0.388889,0
-0.636364,0.411111,0
-0.636364,0.433333,0
-0.636364,0.455556,1
-0.636364,0.477778,1
-0.636364,0.500000,1
-0.636364,0.522222,1
-0.636364,0.544444,1
-0.636364,0.566667,1
-0.636364,0.588889,1
-0.636364,0.611111,1
-0.636364,0.633333,1
-0.636364,0.655556,1
-0.636364,0.677778,1
-0.636364,0.700000,1
-0.636364,0.722222,1
-0.636364,0.744444,1
-0.636364,0.766667,1
-0.636364,0.788889,1
-0.636364,0.811111,1
-0.636364,0.833333,1
-0.636364,0.855556,1
-0.636364,0.877778,1
-0.636364,0.900000,1
-0.636364,0.922222,1
-0.636364,0.944444,1
-0.636364,0.966667,1
-0.636364,0.988889,1
-0.636364,1.011111,1
-0.636364,1.033333,1
-0.636364,1.055556,1
-0.636364,1.077778,1
-0.636364,1.100000,1
-0.611111,-1.100000,1
-0.611111,-1.077778,1
-0.611111,-1.055556,1
-0.611111,-1.033333,1
-0.611111,-1.011111,1
-0.611111,-0.988889,1
-0.611111,-0.966667,1
-0.611111,-0.944444,1
-0.611111,-0.922222,1
-0.611111,-0.900000,1
-0.611111,-0.877778,1
-0.611111,-0.855556,1
-0.611111,-0.833333,1
-0.611111,-0.811111,1
-0.611111,-0.788889,1
-0.611111,-0.766667,1
-0.611111,-0.744444,1
-0.611111,-0.722222,1
-0.611111,-0.700000,1
-0.611111,-0.677778,1
-0.611111,-0.655556,1
-0.611111,-0.633333,1
-0.611111,-0.611111,1
-0.611111,-0.588889,1
-0.611111,-0.566667,1
-0.611111,-0.544444,1
-0.611111,-0.522222,1
-0.611111,-0.500000,1
-0.611111,-0.477778,1
-0.611111,-0.455556,1
-0.611111,-0.433333,0
-0.611111,-0.411111,0
-0.611111,-0.388889,0
-0.611111,-0.366667,0
-0.611111,-0.344444,0
-0.611111,-0.322222,0
-0.611111,-0.300000,0
-0.611111,-0.277778,0
-0.611111,-0.255556,0
-0.611111,-0.233333,0
-0.611111,-0.211111,0
-0.611111,-0.188889,0
-0.611111,-0.166667,0
-0.611111,-0.144444,0
-0.611111,-0.122222,0
-0.611111,-0.100000,0
-0.611111,-0.077778,0
-0.611111,-0.055556,0
-0.611111,-0.033333,0
-0.611111,-0.011111,0
-0.611111,0.011111,0
-0.611111,0.033333,0
-0.611111,0.055556,0
-0.611111,0.077778,0
-0.611111,0.100000,0
-0.611111,0.122222,0
-0.611111,0.144444,0
-0.611111,0.166667,0
-0.611111,0.188889,0
-0.611111,0.211111,0
-0.611111,0.233333,0
-0.611111,0.255556,0
-0.611111,0.277778,0
-0.611111,0.300000,0
-0.611111,0.322222,0
-0.611111,0.344444,0
-0.611111,0.366667,0
-0.611111,0.388889,0
-0.611111,0.411111,0
-0.611111,0.433333,0
-0.611111,0.455556,1
-0.611111,0.477778,1
-0.611111,0.500000,1
-0.611111,0.522222,1
-0.611111,0.544444,1
-0.611111,0.566667,1
-0.611111,0.588889,1
-0.611111,0.611111,1
-0.611111,0.633333,1
-0.611111,0.655556,1
-0.611111,0.677778,1
-0.611111,0.700000,1
-0.611111,0.722222,1
-0.611111,0.744444,1
-0.611111,0.766667,1
-0.611111,0.788889,1
-0.611111,0.811111,1
-0.611111,0.833333,1
-0.611111,0.855556,1
-0.611111,0.877778,1
-0.611111,0.900000,1
-0.611111,0.922222,1
-0.611111,0.944444,1
-0.611111,0.966667,1
-0.611111,0.988889,1
-0.611111,1.011111,1
-0.611111,1.033333,1
-0.611111,1.055556,1
-0.611111,1.077778,1
-0.611111,1.100000,1
-0.585859,-1.100000,1
-0.585859,-1.077778,1
-0.585859,-1.055556,1
-0.585859,-1.033333,1
-0.585859,-1.011111,1
-0.585859,-0.988889,1
-0.585859,-0.966667,1
-0.585859,-0.944444,1
-0.585859,-0.922222,1
-0.585859,-0.900000,1
-0.585859,-0.877778,1
-0.585859,-0.855556,1
-0.585859,-0.833333,1
-0.585859,-0.811111,1
-0.585859,-0.788889,1
-0.585859,-0.766667,1
-0.585859,-0.744444,1
-0.585859,-0.722222,1
-0.585859,-0.700000,1
-0.585859,-0.677778,1
-0.585859,-0.655556,1
-0.585859,-0.633333,1
-0.585859,-0.611111,1
-0.585859,-0.588889,1
-0.585859,-0.566667,1
-0.585859,-0.544444,1
-0.585859,-0.522222,1
-0.585859,-0.500000,1
-0.585859,-0.477778,0
-0.585859,-0.455556,0
-0.585859,-0.433333,0
-0.585859,-0.411111,0
-0.585859,-0.388889,0
-0.585859,-0.366667,0
-0.585859,-0.344444,0
-0.585859,-0.322222,0
-0.585859,-0.300000,0
-0.585859,-0.277778,0
-0.585859,-0.255556,0
-0.585859,-0.233333,0
-0.585859,-0.211111,0
-0.585859,-0.188889,0
-0.585859,-0.166667,0
-0.585859,-0.144444,0
-0.585859,-0.122222,0
-0.585859,-0.100000,0
-0.585859,-0.077778,0
-0.585859,-0.055556,0
-0.585859,-0.033333,0
-0.585859,-0.011111,0
-0.585859,0.011111,0
-0.585859,0.033333,0
-0.585859,0.055556,0
-0.585859,0.077778,0
-0.585859,0.100000,0
-0.585859,0.122222,0
-0.585859,0.144444,0
-0.585859,0.166667,0
-0.585859,0.188889,0
-0.585859,0.211111,0
-0.585859,0.233333,0
-0.585859,0.255556,0
-0.585859,0.277778,0
-0.585859,0.300000,0
-0.585859,0.322222,0
-0.585859,0.344444,0
-0.585859,0.366667,0
-0.585859,0.388889,0
-0.585859,0.411111,0
-0.585859,0.433333,0
-0.585859,0.455556,0
-0.585859,0.477778,0
-0.585859,0.500000,1
-0.585859,0.522222,1
-0.585859,0.544444,1
-0.585859,0.566667,1
-0.585859,0.588889,1
-0.585859,0.611111,1
-0.585859,0.633333,1
-0.585859,0.655556,1
-0.585859,0.677778,1
-0.585859,0.700000,1
-0.585859,0.722222,1
-0.585859,0.744444,1
-0.585859,0.766667,1
-0.585859,0.788889,1
-0.585859,0.811111,1
-0.585859,0.833333,1
-0.585859,0.855556,1
-0.585859,0.877778,1
-0.585859,0.900000,1
-0.585859,0.922222,1
-0.585859,0.944444,1
-0.585859,0.966667,1
-0.585859,0.988889,1
-0.585859,1.011111,1
-0.585859,1.033333,1
-0.585859,1.055556,1
-0.585859,1.077778,1
-0.585859,1.100000,1
-0.560606,-1.100000,1
-0.560606,-1.077778,1
-0.560606,-1.055556,1
-0.560606,-1.033333,1
-0.560606,-1.011111,1
-0.560606,-0.988889,1
-0.560606,-0.966667,1
-0.560606,-0.944444,1
-0.560606,-0.922222,1
-0.560606,-0.900000,1
-0.560606,-0.877778,1
-0.560606,-0.855556,1
-0.560606,-0.833333,1
-0.560606,-0.811111,1
-0.560606,-0.788889,1
-0.560606,-0.766667,1
-0.560606,-0.744444,1
-0.560606,-0.722222,1
-0.560606,-0.700000,1
-0.560606,-0.677778,1
-0.560606,-0.655556,1
-0.560606,-0.633333,1
-0.560606,-0.611111,1
-0.560606,-0.588889,1
-0.560606,-0.566667,1
-0.560606,-0.544444,1
-0.560606,-0.522222,1
-0.560606,-0.500000,1
-0.560606,-0.477778,0
-0.560606,-0.455556,0
-0.560606,-0.433333,0
-0.560606,-0.411111,0
-0.560606,-0.388889,0
-0.560606,-0.366667,0
-0.560606,-0.344444,0
-0.560606,-0.322222,0
-0.560606,-0.300000,0
-0.560606,-0.277778,0
-0.560606,-0.255556,0
-0.560606,-0.233333,0
-0.560606,-0.211111,0
-0.560606,-0.188889,0
-0.560606,-0.166667,0
-0.560606,-0.144444,0
-0.560606,-0.122222,0
-0.560606,-0.100000,0
-0.560606,-0.077778,0
-0.560606,-0.055556,0
-0.560606,-0.033333,0
-0.560606,-0.011111,0
-0.560606,0.011111,0
-0.560606,0.033333,0
-0.560606,0.055556,0
-0.560606,0.077778,0
-0.560606,0.100000,0
-0.560606,0.122222,0
-0.560606,0.144444,0
-0.560606,0.166667,0
-0.560606,0.188889,0
-0.560606,0.211111,0
-0.560606,0.233333,0
-0.560606,0.255556,0
-0.560606,0.277778,0
-0.560606,0.300000,0
-0.560606,0.322222,0
-0.560606,0.344444,0
-0.560606,0.366667,0
-0.560606,0.388889,0
-0.560606,0.411111,0
-0.560606,0.433333,0
-0.560606,0.455556,0
-0.560606,0.477778,0
-0.560606,0.500000,1
-0.560606,0.522222,1
-0.560606,0.544444,1
-0.560606,0.566667,1
-0.560606,0.588889,1
-0.560606,0.611111,1
-0.560606,0.633333,1
-0.560606,0.655556,1
-0.560606,0.677778,1
-0.560606,0.700000,1
-0.560606,0.722222,1
-0.560606,0.744444,1
-0.560606,0.766667,1
-0.560606,0.788889,1
-0.560606,0.811111,1
-0.560606,0.833333,1
-0.560606,0.855556,1
-0.560606,0.877778,1
-0.560606,0.900000,1
-0.560606,0.922222,1
-0.560606,0.944444,1
-0.560606,0.966667,1
-0.560606,0.988889,1
-0.560606,1.011111,1
-0.560606,1.033333,1
-0.560606,1.055556,1
-0.560606,1.077778,1
-0.560606,1.100000,1
-0.535354,-1.100000,1
-0.535354,-1.077778,1
-0.535354,-1.055556,1
-0.535354,-1.033333,1
-0.535354,-1.011111,1
-0.535354,-0.988889,1
-0.535354,-0.966667,1
-0.535354,-0.944444,1
-0.535354,-0.922222,1
-0.535354,-0.900000,1
-0.535354,-0.877778,1
-0.535354,-0.855556,1
-0.535354,-0.833333,1
-0.535354,-0.811111,1
-0.535354,-0.788889,1
-0.535354,-0.766667,1
-0.535354,-0.744444,1
-0.535354,-0.722222,1
-0.535354,-0.700000,1
-0.535354,-0.677778,1
-0.535354,-0.655556,1
-0.535354,-0.633333,1
-0.535354,-0.611111,0
-0.535354,-0.588889,0
-0.535354,-0.566667,0
-0.535354,-0.544444,0
-0.535354,-0.522222,1
-0.535354,-0.500000,1
-0.535354,-0.477778,0
-0.535354,-0.455556,0
-0.535354,-0.433333,0
-0.535354,-0.411111,0
-0.535354,-0.388889,0
-0.535354,-0.366667,0
-0.535354,-0.344444,0
-0.535354,-0.322222,0
-0.535354,-0.300000,0
-0.535354,-0.277778,0
-0.535354,-0.255556,0
-0.535354,-0.233333,0
-0.535354,-0.211111,0
-0.535354,-0.188889,0
-0.535354,-0.166667,0
-0.535354,-0.144444,0
-0.535354,-0.122222,0
-0.535354,-0.100000,0
-0.535354,-0.077778,0
-0.535354,-0.055556,0
-0.535354,-0.033333,0
-0.535354,-0.011111,0
-0.535354,0.011111,0
-0.535354,0.033333,0
-0.535354,0.055556,0
-0.535354,0.077778,0
-0.535354,0.100000,0
-0.535354,0.122222,0
-0.535354,0.144444,0
-0.535354,0.166667,0
-0.535354,0.188889,0
-0.535354,0.211111,0
-0.535354,0.233333,0
-0.535354,0.255556,0
-0.535354,0.277778,0
-0.535354,0.300000,0
-0.535354,0.322222,0
-0.535354,0.344444,0
-0.535354,0.366667,0
-0.535354,0.388889,0
-0.535354,0.411111,0
-0.535354,0.433333,0
-0.535354,0.455556,0
-0.535354,0.477778,0
-0.535354,0.500000,1
-0.535354,0.522222,1
-0.535354,0.544444,0
-0.535354,0.566667,0
-0.535354,0.588889,0
-0.535354,0.611111,0
-0.535354,0.633333,1
-0.535354,0.655556,1
-0.535354,0.677778,1
-0.535354,0.700000,1
-0.535354,0.722222,1
-0.535354,0.744444,1
-0.535354,0.766667,1
-0.535354,0.788889,1
-0.535354,0.811111,1
-0.535354,0.833333,1
-0.535354,0.855556,1
-0.535354,0.877778,1
-0.535354,0.900000,1
-0.535354,0.922222,1
-0.535354,0.944444,1
-0.535354,0.966667,1
-0.535354,0.988889,1
-0.535354,1.011111,1
-0.535354,1.033333,1
-0.535354,1.055556,1
-0.535354,1.077778,1
-0.535354,1.100000,1
-0.510101,-1.100000,1
-0.510101,-1.077778,1
-0.510101,-1.055556,1
-0.510101,-1.033333,1
-0.510101,-1.011111,1
-0.510101,-0.988889,1
-0.510101,-0.966667,1
-0.510101,-0.944444,1
-0.510101,-0.922222,1
-0.510101,-0.900000,1
-0.510101,-0.877778,1
-0.510101,-0.855556,1
-0.510101,-0.833333,1
-0.510101,-0.811111,1
-0.510101,-0.788889,1
-0.510101,-0.766667,1
-0.510101,-0.744444,1
-0.510101,-0.722222,1
-0.510101,-0.700000,1
-0.510101,-0.677778,1
-0.510101,-0.655556,1
-0.510101,-0.633333,1
-0.510101,-0.611111,1
-0.510101,-0.588889,0
-0.510101,-0.566667,0
-0.510101,-0.544444,0
-0.510101,-0.522222,0
-0.510101,-0.500000,0
-0.510101,-0.477778,0
-0.510101,-0.455556,0
-0.510101,-0.433333,0
-0.510101,-0.411111,0
-0.510101,-0.388889,0
-0.510101,-0.366667,0
-0.510101,-0.344444,0
-0.510101,-0.322222,0
-0.510101,-0.300000,0
-0.510101,-0.277778,0
-0.510101,-0.255556,0
-0.510101,-0.233333,0
-0.510101,-0.211111,0
-0.510101,-0.188889,0
-0.510101,-0.166667,0
-0.510101,-0.144444,0
-0.510101,-0.122222,0
-0.510101,-0.100000,0
-0.510101,-0.077778,0
-0.510101,-0.055556,0
-0.510101,-0.033333,0
-0.510101,-0.011111,0
-0.510101,0.011111,0
-0.510101,0.033333,0
-0.510101,0.055556,0
-0.510101,0.077778,0
-0.510101,0.100000,0
-0.510101,0.122222,0
-0.510101,0.144444,0
-0.510101,0.166667,0
-0.510101,0.188889,0
-0.510101,0.211111,0
-0.510101,0.233333,0
-0.510101,0.255556,0
-0.510101,0.277778,0
-0.510101,0.300000,0
-0.510101,0.322222,0
-0.510101,0.344444,0
-0.510101,0.366667,0
-0.510101,0.388889,0
-0.510101,0.411111,0
-0.510101,0.433333,0
-0.510101,0.455556,0
-0.510101,0.477778,0
-0.510101,0.500000,0
-0.510101,0.522222,0
-0.510101,0.544444,0
-0.510101,0.566667,0
-0.510101,0.588889,0
-0.510101,0.611111,1
-0.510101,0.633333,1
-0.510101,0.655556,1
-0.510101,0.677778,1
-0.510101,0.700000,1
-0.510101,0.722222,1
-0.510101,0.744444,1
-0.510101,0.766667,1
-0.510101,0.788889,1
-0.510101,0.811111,1
-0.510101,0.833333,1
-0.510101,0.855556,1
-0.510101,0.877778,1
-0.510101,0.900000,1
-0.510101,0.922222,1
-0.510101,0.944444,1
-0.510101,0.966667,1
-0.510101,0.988889,1
-0.510101,1.011111,1
-0.510101,1.033333,1
-0.510101,1.055556,1
-0.510101,1.077778,1
-0.510101,1.100000,1
-0.484848,-1.100000,1
-0.484848,-1.077778,1
-0.484848,-1.055556,1
-0.484848,-1.033333,1
-0.484848,-1.011111,1
-0.484848,-0.988889,1
-0.484848,-0.966667,1
-0.484848,-0.944444,1
-0.484848,-0.922222,1
-0.484848,-0.900000,1
-0.484848,-0.877778,1
-0.484848,-0.855556,1
-0.484848,-0.833333,1
-0.484848,-0.811111,1
-0.484848,-0.788889,1
-0.484848,-0.766667,1
-0.484848,-0.744444,1
-0.484848,-0.722222,1
-0.484848,-0.700000,1
-0.484848,-0.677778,1
-0.484848,-0.655556,1
-0.484848,-0.633333,1
-0.484848,-0.611111,1
-0.484848,-0.588889,0
-0.484848,-0.566667,0
-0.484848,-0.544444,0
-0.484848,-0.522222,0
-0.484848,-0.500000,0
-0.484848,-0.477778,0
-0.484848,-0.455556,0
-0.484848,-0.433333,0
-0.484848,-0.411111,0
-0.484848,-0.388889,0
-0.484848,-0.366667,0
-0.484848,-0.344444,0
-0.484848,-0.322222,0
-0.484848,-0.300000,0
-0.484848,-0.277778,0
-0.484848,-0.255556,0
-0.484848,-0.233333,0
-0.484848,-0.211111,0
-0.484848,-0.188889,0
-0.484848,-0.166667,0
-0.484848,-0.144444,0
-0.484848,-0.122222,0
-0.484848,-0.100000,0
-0.484848,-0.077778,0
-0.484848,-0.055556,0
-0.484848,-0.033333,0
-0.484848,-0.011111,0
-0.484848,0.011111,0
-0.484848,0.033333,0
-0.484848,0.055556,0
-0.484848,0.077778,0
-0.484848,0.100000,0
-0.484848,0.122222,0
-0.484848,0.144444,0
-0.484848,0.166667,0
-0.484848,0.188889,0
-0.484848,0.211111,0
-0.484848,0.233333,0
-0.484848,0.255556,0
-0.484848,0.277778,0
-0.484848,0.300000,0
-0.484848,0.322222,0
-0.484848,0.344444,0
-0.484848,0.366667,0
-0.484848,0.388889,0
-0.484848,0.411111,0
-0.484848,0.433333,0
-0.484848,0.455556,0
-0.484848,0.477778,0
-0.484848,0.500000,0
-0.484848,0.522222,0
-0.484848,0.544444,0
-0.484848,0.566667,0
-0.484848,0.588889,0
-0.484848,0.611111,1
-0.484848,0.633333,1
-0.484848,0.655556,1
-0.484848,0.677778,1
-0.484848,0.700000,1
-0.484848,0.722222,1
-0.484848,0.744444,1
-0.484848,0.766667,1
-0.484848,0.788889,1
-0.484848,0.811111,1
-0.484848,0.833333,1
-0.484848,0.855556,1
-0.484848,0.877778,1
-0.484848,0.900000,1
-0.484848,0.922222,1
-0.484848,0.944444,1
-0.484848,0.966667,1
-0.484848,0.988889,1
-0.484848,1.011111,1
-0.484848,1.033333,1
-0.484848,1.055556,1
-0.484848,1.077778,1
-0.484848,1.100000,1
-0.459596,-1.100000,1
-0.459596,-1.077778,1
-0.459596,-1.055556,1
-0.459596,-1.033333,1
-0.459596,-1.011111,1
-0.459596,-0.988889,1
-0.459596,-0.966667,1
-0.459596,-0.944444,1
-0.459596,-0.922222,1
-0.459596,-0.900000,1
-0.459596,-0.877778,1
-0.459596,-0.855556,1
-0.459596,-0.833333,1
-0.459596,-0.811111,1
-0.459596,-0.788889,1
-0.459596,-0.766667,1
-0.459596,-0.744444,1
-0.459596,-0.722222,1
-0.459596,-0.700000,1
-0.459596,-0.677778,1
-0.459596,-0.655556,1
-0.459596,-0.633333,1
-0.459596,-0.611111,1
-0.459596,-0.588889,1
-0.459596,-0.566667,1
-0.459596,-0.544444,0
-0.459596,-0.522222,0
-0.459596,-0.500000,0
-0.459596,-0.477778,0
-0.459596,-0.455556,0
-0.459596,-0.433333,0
-0.459596,-0.411111,0
-0.459596,-0.388889,0
-0.459596,-0.366667,0
-0.459596,-0.344444,0
-0.459596,-0.322222,0
-0.459596,-0.300000,0
-0.459596,-0.277778,0
-0.459596,-0.255556,0
-0.459596,-0.233333,0
-0.459596,-0.211111,0
-0.459596,-0.188889,0
-0.459596,-0.166667,0
-0.459596,-0.144444,0
-0.459596,-0.122222,0
-0.459596,-0.100000,0
-0.459596,-0.077778,0
-0.459596,-0.055556,0
-0.459596,-0.033333,0
-0.459596,-0.011111,0
-0.459596,0.011111,0
-0.459596,0.033333,0
-0.459596,0.055556,0
-0.459596,0.077778,0
-0.459596,0.100000,0
-0.459596,0.122222,0
-0.459596,0.144444,0
-0.459596,0.166667,0
-0.459596,0.188889,0
-0.459596,0.211111,0
-0.459596,0.233333,0
-0.459596,0.255556,0
-0.459596,0.277778,0
-0.459596,0.300000,0
-0.459596,0.322222,0
-0.459596,0.344444,0
-0.459596,0.366667,0
-0.459596,0.388889,0
-0.459596,0.411111,0
-0.459596,0.433333,0
-0.459596,0.455556,0
-0.459596,0.477778,0
-0.459596,0.500000,0
-0.459596,0.522222,0
-0.459596,0.544444,0
-0.459596,0.566667,1
-0.459596,0.588889,1
-0.459596,0.611111,1
-0.459596,0.633333,1
-0.459596,0.655556,1
-0.459596,0.677778,1
-0.459596,0.700000,1
-0.459596,0.722222,1
-0.459596,0.744444,1
-0.459596,0.766667,1
-0.459596,0.788889,1
-0.459596,0.811111,1
-0.459596,0.833333,1
-0.459596,0.855556,1
-0.459596,0.877778,1
-0.459596,0.900000,1
-0.459596,0.922222,1
-0.459596,0.944444,1
-0.459596,0.966667,1
-0.459596,0.988889,1
-0.459596,1.011111,1
-0.459596,1.033333,1
-0.459596,1.055556,1
-0.459596,1.077778,1
-0.459596,1.100000,1
-0.434343,-1.100000,1
-0.434343,-1.077778,1
-0.434343,-1.055556,1
-0.434343,-1.033333,1
-0.434343,-1.011111,1
-0.434343,-0.988889,1
-0.434343,-0.966667,1
-0.434343,-0.944444,1
-0.434343,-0.922222,1
-0.434343,-0.900000,1
-0.434343,-0.877778,1
-0.434343,-0.855556,1
-0.434343,-0.833333,1
-0.434343,-0.811111,1
-0.434343,-0.788889,1
-0.434343,-0.766667,1
-0.434343,-0.744444,1
-0.434343,-0.722222,1
-0.434343,-0.700000,1
-0.434343,-0.677778,1
-0.434343,-0.655556,1
